indicator,country,sum
2003-01,AR,2.0
2003-02,AR,5.0
2003-09,AR,1.0
2003-10,AR,1.0
2003-11,AR,1.0
2003-12,AR,5.0
2004-01,AR,4.0
2004-02,AR,11.0
2004-04,AR,1.0
2004-05,AR,1.0
2004-08,AR,1.0
2004-09,AR,4.0
2004-12,AR,1.0
2005-01,AR,5.0
2005-02,AR,5.0
2005-03,AR,9.0
2005-04,AR,1.0
2005-05,AR,2.0
2005-06,AR,3.0
2005-07,AR,4.0
2005-08,AR,5.0
2005-09,AR,2.0
2005-10,AR,1.0
2005-11,AR,5.0
2005-12,AR,5.0
2006-01,AR,2.0
2006-02,AR,5.0
2006-03,AR,4.0
2006-04,AR,1.0
2006-05,AR,1.0
2006-06,AR,1.0
2006-07,AR,1.0
2006-08,AR,3.0
2006-10,AR,16.0
2006-11,AR,10.0
2006-12,AR,2.0
2007-01,AR,4.0
2007-02,AR,6.0
2007-03,AR,2.0
2007-04,AR,3.0
2007-06,AR,1.0
2007-07,AR,1.0
2007-09,AR,2.0
2007-10,AR,2.0
2007-11,AR,11.0
2007-12,AR,9.0
2008-01,AR,3.0
2008-02,AR,3.0
2008-03,AR,6.0
2008-04,AR,2.0
2008-06,AR,2.0
2008-07,AR,8.0
2008-08,AR,2.0
2008-09,AR,13.0
2008-10,AR,12.0
2008-11,AR,5.0
2008-12,AR,21.0
2009-01,AR,5.0
2009-02,AR,10.0
2009-03,AR,9.0
2009-04,AR,9.0
2009-05,AR,15.0
2009-06,AR,4.0
2009-07,AR,1.0
2009-08,AR,1.0
2009-09,AR,3.0
2009-10,AR,21.0
2009-11,AR,20.0
2009-12,AR,9.0
2010-01,AR,14.0
2010-02,AR,10.0
2010-03,AR,8.0
2010-04,AR,2.0
2010-05,AR,3.0
2010-06,AR,3.0
2010-07,AR,1.0
2010-08,AR,1.0
2010-09,AR,4.0
2010-10,AR,3.0
2010-11,AR,5.0
2010-12,AR,8.0
2011-01,AR,8.0
2011-02,AR,10.0
2011-03,AR,8.0
2011-04,AR,4.0
2011-05,AR,6.0
2011-06,AR,1.0
2011-07,AR,2.0
2011-08,AR,5.0
2011-09,AR,11.0
2011-10,AR,20.0
2011-11,AR,12.0
2011-12,AR,2.0
2012-01,AR,19.0
2012-02,AR,20.0
2012-03,AR,9.0
2012-04,AR,5.0
2012-05,AR,4.0
2012-06,AR,2.0
2012-07,AR,2.0
2012-08,AR,5.0
2012-09,AR,5.0
2012-10,AR,8.0
2012-11,AR,29.0
2012-12,AR,12.0
2013-01,AR,22.0
2013-02,AR,16.0
2013-03,AR,17.0
2013-04,AR,14.0
2013-05,AR,13.0
2013-06,AR,4.0
2013-07,AR,5.0
2013-08,AR,7.0
2013-09,AR,31.0
2013-10,AR,32.0
2013-11,AR,18.0
2013-12,AR,24.0
2014-01,AR,17.0
2014-02,AR,33.0
2014-03,AR,38.0
2014-04,AR,20.0
2014-05,AR,20.0
2014-06,AR,18.0
2014-07,AR,17.0
2014-08,AR,16.0
2014-09,AR,31.0
2014-10,AR,57.0
2014-11,AR,54.0
2014-12,AR,27.0
2015-01,AR,30.0
2015-02,AR,20.0
2015-03,AR,21.0
2015-04,AR,42.0
2015-05,AR,52.0
2015-06,AR,17.0
2015-07,AR,24.0
2015-08,AR,36.0
2015-09,AR,41.0
2015-10,AR,40.0
2015-11,AR,43.0
2015-12,AR,18.0
2016-01,AR,47.0
2016-02,AR,31.0
2016-03,AR,22.0
2016-04,AR,38.0
2016-05,AR,27.0
2016-06,AR,10.0
2016-07,AR,13.0
2016-08,AR,16.0
2016-09,AR,26.0
2016-10,AR,170.0
2016-11,AR,53.0
2016-12,AR,44.0
2003-07,BO,2.0
2004-07,BO,1.0
2004-08,BO,2.0
2004-09,BO,3.0
2004-10,BO,6.0
2005-03,BO,1.0
2005-10,BO,1.0
2005-11,BO,1.0
2006-06,BO,1.0
2007-02,BO,1.0
2007-05,BO,1.0
2007-06,BO,6.0
2007-08,BO,1.0
2007-09,BO,1.0
2007-12,BO,4.0
2008-01,BO,1.0
2008-05,BO,1.0
2008-07,BO,1.0
2008-08,BO,3.0
2008-09,BO,8.0
2008-11,BO,1.0
2008-12,BO,1.0
2009-05,BO,1.0
2009-06,BO,1.0
2009-09,BO,19.0
2009-10,BO,10.0
2009-11,BO,1.0
2010-01,BO,8.0
2010-03,BO,1.0
2010-04,BO,1.0
2010-06,BO,2.0
2010-07,BO,1.0
2010-08,BO,5.0
2010-09,BO,17.0
2010-11,BO,1.0
2010-12,BO,4.0
2011-01,BO,7.0
2011-03,BO,4.0
2011-04,BO,1.0
2011-05,BO,2.0
2011-06,BO,2.0
2011-07,BO,2.0
2011-09,BO,9.0
2011-10,BO,9.0
2011-11,BO,2.0
2011-12,BO,5.0
2012-01,BO,3.0
2012-02,BO,1.0
2012-03,BO,9.0
2012-04,BO,2.0
2012-05,BO,2.0
2012-06,BO,2.0
2012-07,BO,6.0
2012-08,BO,5.0
2012-09,BO,8.0
2012-10,BO,10.0
2012-11,BO,4.0
2012-12,BO,14.0
2013-01,BO,4.0
2013-03,BO,4.0
2013-04,BO,5.0
2013-05,BO,18.0
2013-06,BO,1.0
2013-07,BO,3.0
2013-08,BO,30.0
2013-09,BO,6.0
2013-10,BO,2.0
2013-11,BO,8.0
2013-12,BO,30.0
2014-01,BO,7.0
2014-02,BO,2.0
2014-03,BO,1.0
2014-05,BO,5.0
2014-06,BO,19.0
2014-07,BO,21.0
2014-08,BO,2.0
2014-09,BO,23.0
2014-10,BO,13.0
2014-11,BO,2.0
2014-12,BO,2.0
2015-01,BO,2.0
2015-02,BO,1.0
2015-03,BO,3.0
2015-04,BO,4.0
2015-05,BO,31.0
2015-06,BO,1.0
2015-07,BO,8.0
2015-08,BO,31.0
2015-09,BO,127.0
2015-10,BO,14.0
2015-11,BO,12.0
2015-12,BO,6.0
2016-02,BO,3.0
2016-03,BO,24.0
2016-05,BO,9.0
2016-06,BO,4.0
2016-08,BO,6.0
2016-09,BO,2.0
2016-10,BO,17.0
2016-11,BO,16.0
2016-12,BO,8.0
2003-02,BR,3.0
2003-03,BR,2.0
2003-05,BR,2.0
2003-07,BR,6.0
2003-08,BR,4.0
2003-09,BR,5.0
2003-10,BR,11.0
2003-11,BR,23.0
2003-12,BR,2.0
2004-02,BR,1.0
2004-03,BR,1.0
2004-04,BR,1.0
2004-06,BR,1.0
2004-07,BR,2.0
2004-08,BR,12.0
2004-10,BR,2.0
2004-11,BR,4.0
2004-12,BR,1.0
2005-02,BR,1.0
2005-03,BR,1.0
2005-04,BR,3.0
2005-05,BR,1.0
2005-06,BR,4.0
2005-07,BR,6.0
2005-08,BR,7.0
2005-09,BR,4.0
2005-10,BR,32.0
2005-11,BR,4.0
2005-12,BR,18.0
2006-03,BR,1.0
2006-04,BR,4.0
2006-05,BR,1.0
2006-06,BR,20.0
2006-07,BR,8.0
2006-08,BR,2.0
2006-09,BR,1.0
2006-10,BR,19.0
2006-11,BR,8.0
2006-12,BR,1.0
2007-01,BR,2.0
2007-02,BR,14.0
2007-03,BR,2.0
2007-04,BR,2.0
2007-05,BR,3.0
2007-06,BR,7.0
2007-07,BR,5.0
2007-08,BR,5.0
2007-09,BR,14.0
2007-10,BR,6.0
2007-11,BR,2.0
2008-01,BR,3.0
2008-02,BR,5.0
2008-03,BR,1.0
2008-04,BR,17.0
2008-05,BR,1.0
2008-06,BR,2.0
2008-07,BR,4.0
2008-08,BR,12.0
2008-09,BR,4.0
2008-10,BR,15.0
2008-11,BR,7.0
2008-12,BR,5.0
2009-02,BR,1.0
2009-04,BR,10.0
2009-05,BR,2.0
2009-06,BR,8.0
2009-07,BR,14.0
2009-08,BR,14.0
2009-09,BR,7.0
2009-10,BR,13.0
2009-11,BR,5.0
2009-12,BR,9.0
2010-01,BR,7.0
2010-02,BR,11.0
2010-03,BR,10.0
2010-04,BR,3.0
2010-05,BR,1.0
2010-06,BR,2.0
2010-07,BR,6.0
2010-08,BR,19.0
2010-09,BR,16.0
2010-10,BR,12.0
2010-11,BR,3.0
2010-12,BR,2.0
2011-01,BR,3.0
2011-02,BR,4.0
2011-03,BR,2.0
2011-04,BR,12.0
2011-05,BR,6.0
2011-06,BR,6.0
2011-07,BR,6.0
2011-08,BR,11.0
2011-09,BR,19.0
2011-10,BR,22.0
2011-11,BR,9.0
2011-12,BR,1.0
2012-01,BR,8.0
2012-02,BR,7.0
2012-03,BR,5.0
2012-04,BR,7.0
2012-05,BR,5.0
2012-06,BR,8.0
2012-07,BR,17.0
2012-08,BR,15.0
2012-09,BR,24.0
2012-10,BR,24.0
2012-11,BR,25.0
2012-12,BR,11.0
2013-01,BR,17.0
2013-02,BR,9.0
2013-03,BR,5.0
2013-04,BR,3.0
2013-05,BR,11.0
2013-06,BR,20.0
2013-07,BR,30.0
2013-08,BR,15.0
2013-09,BR,73.0
2013-10,BR,23.0
2013-11,BR,41.0
2013-12,BR,7.0
2014-01,BR,24.0
2014-02,BR,9.0
2014-03,BR,29.0
2014-04,BR,23.0
2014-05,BR,31.0
2014-06,BR,24.0
2014-07,BR,35.0
2014-08,BR,87.0
2014-09,BR,52.0
2014-10,BR,48.0
2014-11,BR,34.0
2014-12,BR,23.0
2015-01,BR,38.0
2015-02,BR,16.0
2015-03,BR,23.0
2015-04,BR,74.0
2015-05,BR,209.0
2015-06,BR,61.0
2015-07,BR,144.0
2015-08,BR,214.0
2015-09,BR,94.0
2015-10,BR,110.0
2015-11,BR,26.0
2015-12,BR,20.0
2016-01,BR,28.0
2016-02,BR,28.0
2016-03,BR,36.0
2016-04,BR,68.0
2016-05,BR,82.0
2016-06,BR,64.0
2016-07,BR,43.0
2016-08,BR,140.0
2016-09,BR,80.0
2016-10,BR,192.0
2016-11,BR,48.0
2016-12,BR,20.0
2003-03,BS,1.0
2003-11,BS,2.0
2004-12,BS,2.0
2005-05,BS,1.0
2006-08,BS,5.0
2006-10,BS,1.0
2007-05,BS,1.0
2008-02,BS,7.0
2008-07,BS,3.0
2008-09,BS,1.0
2009-01,BS,2.0
2009-02,BS,1.0
2009-10,BS,10.0
2009-11,BS,4.0
2009-12,BS,4.0
2010-01,BS,8.0
2010-02,BS,4.0
2010-03,BS,9.0
2010-04,BS,13.0
2010-05,BS,7.0
2010-06,BS,4.0
2010-07,BS,1.0
2010-08,BS,4.0
2010-09,BS,2.0
2010-10,BS,2.0
2010-11,BS,1.0
2011-01,BS,1.0
2011-02,BS,10.0
2011-03,BS,12.0
2011-04,BS,1.0
2011-05,BS,1.0
2011-06,BS,1.0
2011-07,BS,22.0
2011-08,BS,2.0
2011-09,BS,2.0
2011-12,BS,2.0
2012-01,BS,6.0
2012-02,BS,1.0
2012-03,BS,6.0
2012-04,BS,20.0
2012-05,BS,1.0
2012-06,BS,8.0
2012-07,BS,8.0
2012-08,BS,1.0
2012-09,BS,2.0
2012-10,BS,7.0
2012-11,BS,1.0
2012-12,BS,2.0
2013-01,BS,20.0
2013-02,BS,1.0
2013-03,BS,2.0
2013-05,BS,7.0
2013-06,BS,1.0
2013-07,BS,1.0
2013-08,BS,14.0
2013-09,BS,3.0
2013-10,BS,4.0
2013-11,BS,4.0
2013-12,BS,21.0
2014-01,BS,7.0
2014-02,BS,20.0
2014-03,BS,16.0
2014-04,BS,3.0
2014-05,BS,11.0
2014-06,BS,3.0
2014-07,BS,2.0
2014-08,BS,8.0
2014-09,BS,22.0
2014-10,BS,22.0
2014-11,BS,48.0
2014-12,BS,7.0
2015-01,BS,8.0
2015-02,BS,16.0
2015-03,BS,3.0
2015-04,BS,14.0
2015-05,BS,32.0
2015-06,BS,12.0
2015-07,BS,14.0
2015-08,BS,25.0
2015-09,BS,54.0
2015-10,BS,15.0
2015-11,BS,10.0
2015-12,BS,16.0
2016-01,BS,30.0
2016-02,BS,28.0
2016-03,BS,21.0
2016-04,BS,43.0
2016-05,BS,45.0
2016-06,BS,19.0
2016-07,BS,1.0
2016-08,BS,11.0
2016-09,BS,18.0
2016-10,BS,61.0
2016-11,BS,8.0
2016-12,BS,20.0
2003-01,BZ,7.0
2003-03,BZ,1.0
2003-04,BZ,1.0
2003-12,BZ,3.0
2004-01,BZ,6.0
2004-02,BZ,11.0
2004-03,BZ,6.0
2004-04,BZ,5.0
2004-12,BZ,8.0
2005-01,BZ,4.0
2005-02,BZ,11.0
2005-03,BZ,3.0
2005-05,BZ,3.0
2005-07,BZ,2.0
2005-12,BZ,9.0
2006-01,BZ,5.0
2006-02,BZ,3.0
2006-03,BZ,8.0
2006-05,BZ,1.0
2006-07,BZ,4.0
2006-08,BZ,3.0
2006-09,BZ,2.0
2006-11,BZ,10.0
2006-12,BZ,9.0
2007-01,BZ,2.0
2007-02,BZ,15.0
2007-03,BZ,14.0
2007-04,BZ,15.0
2007-05,BZ,5.0
2007-06,BZ,1.0
2007-07,BZ,4.0
2007-09,BZ,1.0
2007-10,BZ,2.0
2007-11,BZ,10.0
2007-12,BZ,4.0
2008-01,BZ,11.0
2008-02,BZ,10.0
2008-03,BZ,28.0
2008-04,BZ,2.0
2008-05,BZ,1.0
2008-06,BZ,4.0
2008-08,BZ,7.0
2008-12,BZ,6.0
2009-01,BZ,10.0
2009-02,BZ,15.0
2009-03,BZ,13.0
2009-05,BZ,17.0
2009-06,BZ,4.0
2009-10,BZ,6.0
2009-11,BZ,1.0
2009-12,BZ,8.0
2010-01,BZ,14.0
2010-02,BZ,16.0
2010-03,BZ,11.0
2010-04,BZ,6.0
2010-05,BZ,2.0
2010-06,BZ,3.0
2010-07,BZ,3.0
2010-08,BZ,1.0
2010-11,BZ,1.0
2010-12,BZ,11.0
2011-01,BZ,47.0
2011-02,BZ,21.0
2011-03,BZ,55.0
2011-04,BZ,16.0
2011-05,BZ,12.0
2011-06,BZ,7.0
2011-07,BZ,8.0
2011-08,BZ,2.0
2011-09,BZ,7.0
2011-10,BZ,4.0
2011-11,BZ,5.0
2011-12,BZ,45.0
2012-01,BZ,22.0
2012-02,BZ,21.0
2012-03,BZ,73.0
2012-04,BZ,10.0
2012-05,BZ,17.0
2012-06,BZ,10.0
2012-07,BZ,1.0
2012-08,BZ,7.0
2012-09,BZ,10.0
2012-10,BZ,13.0
2012-11,BZ,17.0
2012-12,BZ,28.0
2013-01,BZ,17.0
2013-02,BZ,24.0
2013-03,BZ,207.0
2013-04,BZ,36.0
2013-05,BZ,45.0
2013-06,BZ,116.0
2013-07,BZ,44.0
2013-08,BZ,17.0
2013-09,BZ,26.0
2013-10,BZ,33.0
2013-11,BZ,26.0
2013-12,BZ,19.0
2014-01,BZ,31.0
2014-02,BZ,107.0
2014-03,BZ,153.0
2014-04,BZ,46.0
2014-05,BZ,20.0
2014-06,BZ,33.0
2014-07,BZ,26.0
2014-08,BZ,57.0
2014-09,BZ,52.0
2014-10,BZ,31.0
2014-11,BZ,64.0
2014-12,BZ,79.0
2015-01,BZ,25.0
2015-02,BZ,58.0
2015-03,BZ,74.0
2015-04,BZ,91.0
2015-05,BZ,85.0
2015-06,BZ,16.0
2015-07,BZ,82.0
2015-08,BZ,92.0
2015-09,BZ,38.0
2015-10,BZ,29.0
2015-11,BZ,49.0
2015-12,BZ,37.0
2016-01,BZ,92.0
2016-02,BZ,154.0
2016-03,BZ,195.0
2016-04,BZ,74.0
2016-05,BZ,45.0
2016-06,BZ,46.0
2016-07,BZ,25.0
2016-08,BZ,105.0
2016-09,BZ,81.0
2016-10,BZ,150.0
2016-11,BZ,68.0
2016-12,BZ,49.0
2003-01,CA,2.0
2003-03,CA,18.0
2003-04,CA,78.0
2003-05,CA,124.0
2003-06,CA,65.0
2003-07,CA,58.0
2003-08,CA,82.0
2003-09,CA,86.0
2003-10,CA,50.0
2003-11,CA,12.0
2003-12,CA,5.0
2004-01,CA,2.0
2004-02,CA,2.0
2004-03,CA,35.0
2004-04,CA,87.0
2004-05,CA,141.0
2004-06,CA,79.0
2004-07,CA,62.0
2004-08,CA,72.0
2004-09,CA,96.0
2004-10,CA,58.0
2004-11,CA,4.0
2005-02,CA,2.0
2005-03,CA,27.0
2005-04,CA,129.0
2005-05,CA,168.0
2005-06,CA,82.0
2005-07,CA,85.0
2005-08,CA,88.0
2005-09,CA,137.0
2005-10,CA,76.0
2005-11,CA,8.0
2005-12,CA,1.0
2006-01,CA,2.0
2006-02,CA,1.0
2006-03,CA,24.0
2006-04,CA,144.0
2006-05,CA,220.0
2006-06,CA,69.0
2006-07,CA,87.0
2006-08,CA,98.0
2006-09,CA,103.0
2006-10,CA,46.0
2006-11,CA,4.0
2006-12,CA,4.0
2007-01,CA,3.0
2007-02,CA,6.0
2007-03,CA,70.0
2007-04,CA,264.0
2007-05,CA,367.0
2007-06,CA,142.0
2007-07,CA,146.0
2007-08,CA,179.0
2007-09,CA,200.0
2007-10,CA,116.0
2007-11,CA,12.0
2007-12,CA,3.0
2008-01,CA,4.0
2008-02,CA,4.0
2008-03,CA,105.0
2008-04,CA,353.0
2008-05,CA,263.0
2008-06,CA,182.0
2008-07,CA,88.0
2008-08,CA,136.0
2008-09,CA,204.0
2008-10,CA,113.0
2008-11,CA,1.0
2008-12,CA,5.0
2009-01,CA,1.0
2009-02,CA,3.0
2009-03,CA,30.0
2009-04,CA,341.0
2009-05,CA,571.0
2009-06,CA,248.0
2009-07,CA,232.0
2009-08,CA,249.0
2009-09,CA,301.0
2009-10,CA,202.0
2009-11,CA,15.0
2009-12,CA,2.0
2010-01,CA,4.0
2010-02,CA,2.0
2010-03,CA,116.0
2010-04,CA,356.0
2010-05,CA,606.0
2010-06,CA,198.0
2010-07,CA,185.0
2010-08,CA,160.0
2010-09,CA,202.0
2010-10,CA,100.0
2010-11,CA,9.0
2010-12,CA,4.0
2011-01,CA,5.0
2011-02,CA,7.0
2011-03,CA,128.0
2011-04,CA,493.0
2011-05,CA,587.0
2011-06,CA,339.0
2011-07,CA,275.0
2011-08,CA,244.0
2011-09,CA,329.0
2011-10,CA,235.0
2011-11,CA,40.0
2011-12,CA,11.0
2012-01,CA,15.0
2012-02,CA,21.0
2012-03,CA,426.0
2012-04,CA,1103.0
2012-05,CA,1362.0
2012-06,CA,758.0
2012-07,CA,600.0
2012-08,CA,681.0
2012-09,CA,977.0
2012-10,CA,563.0
2012-11,CA,73.0
2012-12,CA,15.0
2013-01,CA,28.0
2013-02,CA,21.0
2013-03,CA,827.0
2013-04,CA,2643.0
2013-05,CA,3791.0
2013-06,CA,1923.0
2013-07,CA,1222.0
2013-08,CA,771.0
2013-09,CA,1829.0
2013-10,CA,784.0
2013-11,CA,63.0
2013-12,CA,19.0
2014-01,CA,7.0
2014-02,CA,11.0
2014-03,CA,631.0
2014-04,CA,4227.0
2014-05,CA,5376.0
2014-06,CA,2187.0
2014-07,CA,1768.0
2014-08,CA,1202.0
2014-09,CA,2673.0
2014-10,CA,1874.0
2014-11,CA,111.0
2014-12,CA,27.0
2015-01,CA,12.0
2015-02,CA,8.0
2015-03,CA,383.0
2015-04,CA,5471.0
2015-05,CA,6262.0
2015-06,CA,1545.0
2015-07,CA,1251.0
2015-08,CA,2787.0
2015-09,CA,3188.0
2015-10,CA,1447.0
2015-11,CA,34.0
2015-12,CA,36.0
2016-01,CA,39.0
2016-02,CA,34.0
2016-03,CA,1256.0
2016-04,CA,3124.0
2016-05,CA,3964.0
2016-06,CA,2466.0
2016-07,CA,442.0
2016-08,CA,1251.0
2016-09,CA,2179.0
2016-10,CA,1441.0
2016-11,CA,119.0
2016-12,CA,38.0
2003-02,CL,5.0
2003-03,CL,1.0
2003-10,CL,2.0
2004-01,CL,2.0
2004-02,CL,11.0
2004-09,CL,1.0
2004-11,CL,9.0
2005-02,CL,1.0
2005-09,CL,1.0
2005-10,CL,1.0
2005-11,CL,2.0
2005-12,CL,6.0
2006-01,CL,2.0
2006-02,CL,2.0
2006-03,CL,1.0
2006-05,CL,3.0
2006-07,CL,1.0
2006-08,CL,2.0
2006-09,CL,1.0
2006-10,CL,2.0
2006-11,CL,15.0
2006-12,CL,2.0
2007-01,CL,4.0
2007-02,CL,5.0
2007-03,CL,1.0
2007-05,CL,1.0
2007-06,CL,1.0
2007-07,CL,1.0
2007-08,CL,3.0
2007-09,CL,4.0
2007-10,CL,4.0
2007-12,CL,14.0
2008-01,CL,17.0
2008-02,CL,14.0
2008-03,CL,19.0
2008-04,CL,5.0
2008-05,CL,2.0
2008-06,CL,5.0
2008-07,CL,4.0
2008-08,CL,9.0
2008-09,CL,43.0
2008-10,CL,14.0
2008-11,CL,1.0
2008-12,CL,4.0
2009-01,CL,4.0
2009-02,CL,15.0
2009-03,CL,16.0
2009-04,CL,13.0
2009-05,CL,11.0
2009-06,CL,12.0
2009-07,CL,5.0
2009-08,CL,5.0
2009-09,CL,4.0
2009-10,CL,18.0
2009-11,CL,5.0
2009-12,CL,14.0
2010-01,CL,24.0
2010-02,CL,29.0
2010-03,CL,15.0
2010-04,CL,6.0
2010-05,CL,19.0
2010-06,CL,12.0
2010-07,CL,14.0
2010-08,CL,6.0
2010-09,CL,2.0
2010-10,CL,4.0
2010-11,CL,6.0
2010-12,CL,18.0
2011-01,CL,12.0
2011-02,CL,20.0
2011-03,CL,21.0
2011-04,CL,6.0
2011-05,CL,4.0
2011-06,CL,3.0
2011-07,CL,27.0
2011-08,CL,7.0
2011-09,CL,8.0
2011-10,CL,42.0
2011-11,CL,21.0
2011-12,CL,12.0
2012-01,CL,59.0
2012-02,CL,51.0
2012-03,CL,20.0
2012-04,CL,32.0
2012-05,CL,25.0
2012-06,CL,39.0
2012-07,CL,33.0
2012-08,CL,30.0
2012-09,CL,37.0
2012-10,CL,12.0
2012-11,CL,34.0
2012-12,CL,39.0
2013-01,CL,30.0
2013-02,CL,31.0
2013-03,CL,39.0
2013-04,CL,44.0
2013-05,CL,43.0
2013-06,CL,63.0
2013-07,CL,61.0
2013-08,CL,27.0
2013-09,CL,58.0
2013-10,CL,53.0
2013-11,CL,108.0
2013-12,CL,32.0
2014-01,CL,43.0
2014-02,CL,112.0
2014-03,CL,63.0
2014-04,CL,122.0
2014-05,CL,210.0
2014-06,CL,76.0
2014-07,CL,128.0
2014-08,CL,88.0
2014-09,CL,162.0
2014-10,CL,105.0
2014-11,CL,203.0
2014-12,CL,26.0
2015-01,CL,38.0
2015-02,CL,62.0
